Gene	Cluster
QKI	OPC
REV3L	OPC
RP11-384F7.2	OPC
RP11-436D23.1	OPC
RP4-668E10.4	OPC
RPL13	OPC
SCD5	OPC
SCN1A	OPC
SEMA5A	OPC
SEZ6L	OPC
SGCD	OPC
SGK1	OPC
SH3D19	OPC
SHISA9	OPC
SLC24A3	OPC
SLC35F1	OPC
SMOC1	OPC
SNTG1	OPC
SORCS3	OPC
SOX2-OT	OPC
SOX5	OPC
SOX6	OPC
SPATA6	OPC
STK32A	OPC
TAOK3	OPC
TCF12	OPC
TMEM132C	OPC
TNK2	OPC
TNR	OPC
VCAN	OPC
WWOX	OPC
XKR4	OPC
XYLT1	OPC
ZBTB20	OPC
ZEB1	OPC
ZNF462	OPC
ZSWIM6	OPC
ABR	Microglia
AC008691.1	Microglia
AC120193.1	Microglia
ADAM28	Microglia
AL139125.1	Microglia
ANKRD44	Microglia
AOAH	Microglia
AP003481.1	Microglia
APBB1IP	Microglia
ARHGAP22	Microglia
ARHGAP24	Microglia
ASH1L	Microglia
ATM	Microglia
ATP8B4	Microglia
C10orf11	Microglia
C1QA	Microglia
C1QB	Microglia
C1QC	Microglia
C3	Microglia
CD53	Microglia
CD74	Microglia
CD86	Microglia
CH17-437K3.1	Microglia
CHST11	Microglia
CSF1R	Microglia
CSF3R	Microglia
CX3CR1	Microglia
CYFIP1	Microglia
DIAPH2	Microglia
DIP2B	Microglia
DLEU2	Microglia
DOCK10	Microglia
DOCK4	Microglia
DOCK8	Microglia
ELMO1	Microglia
EPB41L2	Microglia
EVL	Microglia
FAM177B	Microglia
FAM49B	Microglia
FCHSD2	Microglia
FGD2	Microglia
FRMD4A	Microglia
FYB	Microglia
FYB1	Microglia
GRID2	Microglia
HLA-DRA	Microglia
HS3ST4	Microglia
INPP5D	Microglia
ITGAX	Microglia
ITPR2	Microglia
KCNQ3	Microglia
LAPTM5	Microglia
LDLRAD4	Microglia
LPAR6	Microglia
LST1	Microglia
MAML2	Microglia
MAML3	Microglia
MAP4K4	Microglia
MBNL1	Microglia
MEF2A	Microglia
MEF2C	Microglia
NAV3	Microglia
NEAT1	Microglia
OLR1	Microglia
P2RY12	Microglia
PCM1	Microglia
PICALM	Microglia
PIK3R5	Microglia
PKN2	Microglia
PLXDC2	Microglia
PRPF38B	Microglia
PRRC2C	Microglia
PTPRC	Microglia
QKI	Microglia
RASAL2	Microglia
RASGEF1C	Microglia
RBM25	Microglia
RGS1	Microglia
RP11-480C22.1	Microglia
SAMSN1	Microglia
SFMBT2	Microglia
SLC9A9	Microglia
SLCO2B1	Microglia
SORL1	Microglia
SPIDR	Microglia
SRGAP2	Microglia
ST6GAL1	Microglia
ST6GALNAC3	Microglia
SYK	Microglia
SYNDIG1	Microglia
TBC1D22A	Microglia
TBXAS1	Microglia
TCF12	Microglia
TREM2	Microglia
TYROBP	Microglia
UBE2E2	Microglia
ZSWIM6	Microglia
